"Num","Title","Year","Runtime","Director","Writer","Metascore","imdbRating","imdbVotes","BoxOffice","Production","First Actor","Second Actor","Third Actor","Fourth Actor","Awards","Nominations","Genre","Language","Country"
138,"Gone Girl",2014,149,"David Fincher","Gillian Flynn ",79,8.1,NA,NA,"20th Century Fox","Ben Affleck","Rosamund Pike","Neil Patrick Harris","Tyler Perry",64,177,"Drama","English","USA"
138,"Gone Girl",2014,149,"David Fincher","Gillian Flynn ",79,8.1,NA,NA,"20th Century Fox","Ben Affleck","Rosamund Pike","Neil Patrick Harris","Tyler Perry",64,177,"Mystery","English","USA"
139,"Life of Brian",1979,94,"Terry Jones","Graham Chapman",75,8.1,NA,NA,"Warner Bros. Pictures","Graham Chapman","John Cleese","Terry Gilliam","Eric Idle",0,0,"Comedy","English","UK"
139,"Life of Brian",1979,94,"Terry Jones","Graham Chapman",75,8.1,NA,NA,"Warner Bros. Pictures","Graham Chapman","John Cleese","Terry Gilliam","Eric Idle",0,0,"Comedy","Latin","UK"
140,"Network",1976,121,"Sidney Lumet","Paddy Chayefsky",88,8.1,NA,NA,"MGM/United Artists","Faye Dunaway","William Holden","Peter Finch","Robert Duvall",19,25,"Drama","English","USA"
141,"Shutter Island",2010,138,"Martin Scorsese","Laeta Kalogridis ",63,8.1,NA,125001000,"Paramount Studios","Leonardo DiCaprio","Mark Ruffalo","Ben Kingsley","Max von Sydow",8,62,"Mystery","English","USA"
141,"Shutter Island",2010,138,"Martin Scorsese","Laeta Kalogridis ",63,8.1,NA,125001000,"Paramount Studios","Leonardo DiCaprio","Mark Ruffalo","Ben Kingsley","Max von Sydow",8,62,"Mystery","German","USA"
141,"Shutter Island",2010,138,"Martin Scorsese","Laeta Kalogridis ",63,8.1,NA,125001000,"Paramount Studios","Leonardo DiCaprio","Mark Ruffalo","Ben Kingsley","Max von Sydow",8,62,"Thriller","English","USA"
141,"Shutter Island",2010,138,"Martin Scorsese","Laeta Kalogridis ",63,8.1,NA,125001000,"Paramount Studios","Leonardo DiCaprio","Mark Ruffalo","Ben Kingsley","Max von Sydow",8,62,"Thriller","German","USA"
142,"In the Name of the Father",1993,133,"Jim Sheridan","Gerry Conlon ",84,8.1,NA,NA,"Universal Pictures","Alison Crosbie","Daniel Day-Lewis","Philip King","Emma Thompson",7,28,"Biography","English","Ireland"
142,"In the Name of the Father",1993,133,"Jim Sheridan","Gerry Conlon ",84,8.1,NA,NA,"Universal Pictures","Alison Crosbie","Daniel Day-Lewis","Philip King","Emma Thompson",7,28,"Biography","English","UK"
142,"In the Name of the Father",1993,133,"Jim Sheridan","Gerry Conlon ",84,8.1,NA,NA,"Universal Pictures","Alison Crosbie","Daniel Day-Lewis","Philip King","Emma Thompson",7,28,"Biography","English","USA"
142,"In the Name of the Father",1993,133,"Jim Sheridan","Gerry Conlon ",84,8.1,NA,NA,"Universal Pictures","Alison Crosbie","Daniel Day-Lewis","Philip King","Emma Thompson",7,28,"Drama","English","Ireland"
142,"In the Name of the Father",1993,133,"Jim Sheridan","Gerry Conlon ",84,8.1,NA,NA,"Universal Pictures","Alison Crosbie","Daniel Day-Lewis","Philip King","Emma Thompson",7,28,"Drama","English","UK"
142,"In the Name of the Father",1993,133,"Jim Sheridan","Gerry Conlon ",84,8.1,NA,NA,"Universal Pictures","Alison Crosbie","Daniel Day-Lewis","Philip King","Emma Thompson",7,28,"Drama","English","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","English","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","English","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","English","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","German","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","German","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","German","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","Italian","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","Italian","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Action","Italian","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","English","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","English","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","English","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","German","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","German","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","German","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","Italian","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","Italian","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Biography","Italian","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","English","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","English","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","English","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","German","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","German","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","German","USA"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","Italian","UK"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","Italian","Germany"
143,"Rush",2013,123,"Ron Howard","Peter Morgan",75,8.1,NA,22442876,"Universal Pictures","Chris Hemsworth","Daniel Brühl","Olivia Wilde","Alexandra Maria Lara",6,64,"Drama","Italian","USA"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Biography","English","UK"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Biography","English","South Africa"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Biography","English","Italy"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Biography","French","UK"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Biography","French","South Africa"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Biography","French","Italy"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Drama","English","UK"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Drama","English","South Africa"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Drama","English","Italy"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Drama","French","UK"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Drama","French","South Africa"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"Drama","French","Italy"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"History","English","UK"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"History","English","South Africa"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"History","English","Italy"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"History","French","UK"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"History","French","South Africa"
144,"Hotel Rwanda",2004,121,"Terry George","Keir Pearson",79,8.1,NA,23472900,"MGM","Don Cheadle","Xolani Mali","Desmond Dube","Hakeem Kae-Kazim",16,48,"History","French","Italy"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"Drama","English","UK"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"Drama","English","USA"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"Drama","Vietnamese","UK"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"Drama","Vietnamese","USA"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"War","English","UK"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"War","English","USA"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"War","Vietnamese","UK"
145,"Platoon",1986,120,"Oliver Stone","Oliver Stone",92,8.1,NA,NA,"Orion Pictures","Tom Berenger","Keith David","Willem Dafoe","Forest Whitaker",23,14,"War","Vietnamese","USA"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","English","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","English","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","English","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","Irish","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","Irish","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","Irish","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","Scottish Gaelic","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","Scottish Gaelic","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Animation","Scottish Gaelic","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","English","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","English","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","English","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","Irish","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","Irish","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","Irish","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","Scottish Gaelic","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","Scottish Gaelic","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Adventure","Scottish Gaelic","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","English","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","English","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","English","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","Irish","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","Irish","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","Irish","Belgium"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","Scottish Gaelic","Ireland"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","Scottish Gaelic","Denmark"
146,"Song of the Sea",2014,93,"Tomm Moore","Will Collins",85,8.1,NA,NA,"GKIDS","David Rawle","Brendan Gleeson","Lisa Hannigan","Fionnula Flanagan",11,22,"Family","Scottish Gaelic","Belgium"
147,"Ben-Hur",1959,212,"William Wyler","Lew Wallace ",90,8.1,NA,NA,"MGM","Charlton Heston","Jack Hawkins","Haya Harareet","Stephen Boyd",27,13,"Adventure","English","USA"
147,"Ben-Hur",1959,212,"William Wyler","Lew Wallace ",90,8.1,NA,NA,"MGM","Charlton Heston","Jack Hawkins","Haya Harareet","Stephen Boyd",27,13,"Drama","English","USA"
147,"Ben-Hur",1959,212,"William Wyler","Lew Wallace ",90,8.1,NA,NA,"MGM","Charlton Heston","Jack Hawkins","Haya Harareet","Stephen Boyd",27,13,"History","English","USA"
148,"Stand by Me",1986,89,"Rob Reiner","Stephen King ",75,8.1,NA,NA,"MCA Universal Home Video","Wil Wheaton","River Phoenix","Corey Feldman","Jerry O'Connell",4,12,"Adventure","English","USA"
148,"Stand by Me",1986,89,"Rob Reiner","Stephen King ",75,8.1,NA,NA,"MCA Universal Home Video","Wil Wheaton","River Phoenix","Corey Feldman","Jerry O'Connell",4,12,"Drama","English","USA"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Drama","English","UK"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Drama","English","USA"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Drama","Japanese","UK"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Drama","Japanese","USA"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Family","English","UK"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Family","English","USA"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Family","Japanese","UK"
149,"Hachi: A Dog's Tale",2009,93,"Lasse Hallström","Stephen P. Lindsey ",NA,8.1,NA,NA,"Inferno Entertainment","Richard Gere","Joan Allen","Cary-Hiroyuki Tagawa","Sarah Roemer",0,1,"Family","Japanese","USA"
150,"Kind Hearts and Coronets",1949,106,"Robert Hamer","Roy Horniman ",NA,8.1,NA,NA,"Ealing Studios","Dennis Price","Valerie Hobson","Joan Greenwood","Alec Guinness",3,3,"Comedy","English","UK"
150,"Kind Hearts and Coronets",1949,106,"Robert Hamer","Roy Horniman ",NA,8.1,NA,NA,"Ealing Studios","Dennis Price","Valerie Hobson","Joan Greenwood","Alec Guinness",3,3,"Crime","English","UK"
151,"The Maltese Falcon",1941,100,"John Huston","John Huston ",NA,8.1,NA,NA,"Warner Bros.","Humphrey Bogart","Mary Astor","Gladys George","Peter Lorre",4,3,"Film","English","USA"
151,"The Maltese Falcon",1941,100,"John Huston","John Huston ",NA,8.1,NA,NA,"Warner Bros.","Humphrey Bogart","Mary Astor","Gladys George","Peter Lorre",4,3,"Noir","English","USA"
151,"The Maltese Falcon",1941,100,"John Huston","John Huston ",NA,8.1,NA,NA,"Warner Bros.","Humphrey Bogart","Mary Astor","Gladys George","Peter Lorre",4,3,"Mystery","English","USA"
152,"Butch Cassidy and the Sundance Kid",1969,110,"George Roy Hill","William Goldman",58,8.1,NA,NA,"20th Century Fox","Paul Newman","Robert Redford","Katharine Ross","Strother Martin",20,14,"Biography","English","USA"
152,"Butch Cassidy and the Sundance Kid",1969,110,"George Roy Hill","William Goldman",58,8.1,NA,NA,"20th Century Fox","Paul Newman","Robert Redford","Katharine Ross","Strother Martin",20,14,"Biography","Spanish","USA"
152,"Butch Cassidy and the Sundance Kid",1969,110,"George Roy Hill","William Goldman",58,8.1,NA,NA,"20th Century Fox","Paul Newman","Robert Redford","Katharine Ross","Strother Martin",20,14,"Crime","English","USA"
152,"Butch Cassidy and the Sundance Kid",1969,110,"George Roy Hill","William Goldman",58,8.1,NA,NA,"20th Century Fox","Paul Newman","Robert Redford","Katharine Ross","Strother Martin",20,14,"Crime","Spanish","USA"
152,"Butch Cassidy and the Sundance Kid",1969,110,"George Roy Hill","William Goldman",58,8.1,NA,NA,"20th Century Fox","Paul Newman","Robert Redford","Katharine Ross","Strother Martin",20,14,"Drama","English","USA"
152,"Butch Cassidy and the Sundance Kid",1969,110,"George Roy Hill","William Goldman",58,8.1,NA,NA,"20th Century Fox","Paul Newman","Robert Redford","Katharine Ross","Strother Martin",20,14,"Drama","Spanish","USA"
153,"The Legend of 1900",1998,165,"Giuseppe Tornatore","Alessandro Baricco ",58,8.1,NA,NA,"Fine Line Features","Tim Roth","Pruitt Taylor Vince","Bill Nunn","Clarence Williams III",22,8,"Drama","English","Italy"
153,"The Legend of 1900",1998,165,"Giuseppe Tornatore","Alessandro Baricco ",58,8.1,NA,NA,"Fine Line Features","Tim Roth","Pruitt Taylor Vince","Bill Nunn","Clarence Williams III",22,8,"Drama","French","Italy"
153,"The Legend of 1900",1998,165,"Giuseppe Tornatore","Alessandro Baricco ",58,8.1,NA,NA,"Fine Line Features","Tim Roth","Pruitt Taylor Vince","Bill Nunn","Clarence Williams III",22,8,"Music","English","Italy"
153,"The Legend of 1900",1998,165,"Giuseppe Tornatore","Alessandro Baricco ",58,8.1,NA,NA,"Fine Line Features","Tim Roth","Pruitt Taylor Vince","Bill Nunn","Clarence Williams III",22,8,"Music","French","Italy"
153,"The Legend of 1900",1998,165,"Giuseppe Tornatore","Alessandro Baricco ",58,8.1,NA,NA,"Fine Line Features","Tim Roth","Pruitt Taylor Vince","Bill Nunn","Clarence Williams III",22,8,"Romance","English","Italy"
153,"The Legend of 1900",1998,165,"Giuseppe Tornatore","Alessandro Baricco ",58,8.1,NA,NA,"Fine Line Features","Tim Roth","Pruitt Taylor Vince","Bill Nunn","Clarence Williams III",22,8,"Romance","French","Italy"
154,"Spotlight",2015,128,"Tom McCarthy","Josh Singer",93,8.1,NA,NA,"Open Road Films","Mark Ruffalo","Michael Keaton","Rachel McAdams","Liev Schreiber",117,134,"Crime","English","USA"
154,"Spotlight",2015,128,"Tom McCarthy","Josh Singer",93,8.1,NA,NA,"Open Road Films","Mark Ruffalo","Michael Keaton","Rachel McAdams","Liev Schreiber",117,134,"Crime","English","Canada"
154,"Spotlight",2015,128,"Tom McCarthy","Josh Singer",93,8.1,NA,NA,"Open Road Films","Mark Ruffalo","Michael Keaton","Rachel McAdams","Liev Schreiber",117,134,"Drama","English","USA"
154,"Spotlight",2015,128,"Tom McCarthy","Josh Singer",93,8.1,NA,NA,"Open Road Films","Mark Ruffalo","Michael Keaton","Rachel McAdams","Liev Schreiber",117,134,"Drama","English","Canada"
154,"Spotlight",2015,128,"Tom McCarthy","Josh Singer",93,8.1,NA,NA,"Open Road Films","Mark Ruffalo","Michael Keaton","Rachel McAdams","Liev Schreiber",117,134,"History","English","USA"
