"Num","Title","Year","Runtime","Director","Writer","Metascore","imdbRating","imdbVotes","BoxOffice","Production","First Actor","Second Actor","Third Actor","Fourth Actor","Awards","Nominations","Genre","Language","Country"
154,"Spotlight",2015,128,"Tom McCarthy","Josh Singer",93,8.1,NA,NA,"Open Road Films","Mark Ruffalo","Michael Keaton","Rachel McAdams","Liev Schreiber",117,134,"History","English","Canada"
155,"Brief Encounter",1945,86,"David Lean",NA,NA,8.1,NA,NA,"Universal Pictures","Celia Johnson","Trevor Howard","Stanley Holloway","Joyce Carey",3,3,"Drama","English","UK"
155,"Brief Encounter",1945,86,"David Lean",NA,NA,8.1,NA,NA,"Universal Pictures","Celia Johnson","Trevor Howard","Stanley Holloway","Joyce Carey",3,3,"Romance","English","UK"
156,"The Best Years of Our Lives",1946,170,"William Wyler","Robert E. Sherwood ",NA,8.1,NA,NA,"RKO Radio Pictures","Myrna Loy","Fredric March","Dana Andrews","Teresa Wright",20,2,"Drama","English","USA"
156,"The Best Years of Our Lives",1946,170,"William Wyler","Robert E. Sherwood ",NA,8.1,NA,NA,"RKO Radio Pictures","Myrna Loy","Fredric March","Dana Andrews","Teresa Wright",20,2,"Romance","English","USA"
156,"The Best Years of Our Lives",1946,170,"William Wyler","Robert E. Sherwood ",NA,8.1,NA,NA,"RKO Radio Pictures","Myrna Loy","Fredric March","Dana Andrews","Teresa Wright",20,2,"War","English","USA"
157,"The Grapes of Wrath",1940,129,"John Ford","Nunnally Johnson ",NA,8.1,NA,NA,"Twentieth Century Fox Home Entertainment","Henry Fonda","Jane Darwell","John Carradine","Charley Grapewin",11,5,"Drama","English","USA"
157,"The Grapes of Wrath",1940,129,"John Ford","Nunnally Johnson ",NA,8.1,NA,NA,"Twentieth Century Fox Home Entertainment","Henry Fonda","Jane Darwell","John Carradine","Charley Grapewin",11,5,"History","English","USA"
158,"12 Years a Slave",2013,134,"Steve McQueen","John Ridley ",96,8.1,NA,50628650,"Fox Searchlight","Chiwetel Ejiofor","Dwight Henry","Dickie Gravois","Bryan Batt",238,326,"Biography","English","USA"
158,"12 Years a Slave",2013,134,"Steve McQueen","John Ridley ",96,8.1,NA,50628650,"Fox Searchlight","Chiwetel Ejiofor","Dwight Henry","Dickie Gravois","Bryan Batt",238,326,"Biography","English","UK"
158,"12 Years a Slave",2013,134,"Steve McQueen","John Ridley ",96,8.1,NA,50628650,"Fox Searchlight","Chiwetel Ejiofor","Dwight Henry","Dickie Gravois","Bryan Batt",238,326,"Drama","English","USA"
158,"12 Years a Slave",2013,134,"Steve McQueen","John Ridley ",96,8.1,NA,50628650,"Fox Searchlight","Chiwetel Ejiofor","Dwight Henry","Dickie Gravois","Bryan Batt",238,326,"Drama","English","UK"
158,"12 Years a Slave",2013,134,"Steve McQueen","John Ridley ",96,8.1,NA,50628650,"Fox Searchlight","Chiwetel Ejiofor","Dwight Henry","Dickie Gravois","Bryan Batt",238,326,"History","English","USA"
158,"12 Years a Slave",2013,134,"Steve McQueen","John Ridley ",96,8.1,NA,50628650,"Fox Searchlight","Chiwetel Ejiofor","Dwight Henry","Dickie Gravois","Bryan Batt",238,326,"History","English","UK"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Adventure","English","USA"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Adventure","English","Germany"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Adventure","French","USA"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Adventure","French","Germany"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Comedy","English","USA"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Comedy","English","Germany"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Comedy","French","USA"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Comedy","French","Germany"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Drama","English","USA"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Drama","English","Germany"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Drama","French","USA"
159,"The Grand Budapest Hotel",2014,99,"Wes Anderson","Stefan Zweig ",88,8.1,NA,56939515,"Fox Searchlight","Ralph Fiennes","F. Murray Abraham","Mathieu Amalric","Adrien Brody",131,217,"Drama","French","Germany"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Action","English","Australia"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Action","English","USA"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Action","Russian","Australia"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Action","Russian","USA"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Adventure","English","Australia"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Adventure","English","USA"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Adventure","Russian","Australia"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Adventure","Russian","USA"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Sci","English","Australia"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Sci","English","USA"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Sci","Russian","Australia"
160,"Mad Max: Fury Road",2015,120,"George Miller","George Miller",90,8.1,NA,129483877,"Warner Bros.","Tom Hardy","Charlize Theron","Nicholas Hoult","Hugh Keays-Byrne",237,208,"Sci","Russian","USA"
161,"The Princess Bride",1987,98,"Rob Reiner","William Goldman ",77,8.1,NA,NA,"20th Century Fox","Cary Elwes","Mandy Patinkin","Chris Sarandon","Christopher Guest",7,9,"Adventure","English","USA"
161,"The Princess Bride",1987,98,"Rob Reiner","William Goldman ",77,8.1,NA,NA,"20th Century Fox","Cary Elwes","Mandy Patinkin","Chris Sarandon","Christopher Guest",7,9,"Family","English","USA"
161,"The Princess Bride",1987,98,"Rob Reiner","William Goldman ",77,8.1,NA,NA,"20th Century Fox","Cary Elwes","Mandy Patinkin","Chris Sarandon","Christopher Guest",7,9,"Fantasy","English","USA"
162,"What Ever Happened to Baby Jane?",1962,134,"Robert Aldrich","Henry Farrell ",NA,8.1,NA,NA,"Warner Bros. Pictures","Bette Davis","Joan Crawford","Victor Buono","Wesley Addy",2,11,"Drama","English","USA"
162,"What Ever Happened to Baby Jane?",1962,134,"Robert Aldrich","Henry Farrell ",NA,8.1,NA,NA,"Warner Bros. Pictures","Bette Davis","Joan Crawford","Victor Buono","Wesley Addy",2,11,"Horror","English","USA"
162,"What Ever Happened to Baby Jane?",1962,134,"Robert Aldrich","Henry Farrell ",NA,8.1,NA,NA,"Warner Bros. Pictures","Bette Davis","Joan Crawford","Victor Buono","Wesley Addy",2,11,"Thriller","English","USA"
163,"Million Dollar Baby",2004,132,"Clint Eastwood","Paul Haggis ",86,8.1,NA,100422786,"Warner Bros. Pictures","Clint Eastwood","Hilary Swank","Morgan Freeman","Jay Baruchel",67,83,"Drama","English","USA"
163,"Million Dollar Baby",2004,132,"Clint Eastwood","Paul Haggis ",86,8.1,NA,100422786,"Warner Bros. Pictures","Clint Eastwood","Hilary Swank","Morgan Freeman","Jay Baruchel",67,83,"Drama","Irish","USA"
163,"Million Dollar Baby",2004,132,"Clint Eastwood","Paul Haggis ",86,8.1,NA,100422786,"Warner Bros. Pictures","Clint Eastwood","Hilary Swank","Morgan Freeman","Jay Baruchel",67,83,"Sport","English","USA"
163,"Million Dollar Baby",2004,132,"Clint Eastwood","Paul Haggis ",86,8.1,NA,100422786,"Warner Bros. Pictures","Clint Eastwood","Hilary Swank","Morgan Freeman","Jay Baruchel",67,83,"Sport","Irish","USA"
164,"Jurassic Park",1993,127,"Steven Spielberg","Michael Crichton ",68,8.1,NA,45299680,"Universal City Studios","Sam Neill","Laura Dern","Jeff Goldblum","Richard Attenborough",31,17,"Adventure","English","USA"
164,"Jurassic Park",1993,127,"Steven Spielberg","Michael Crichton ",68,8.1,NA,45299680,"Universal City Studios","Sam Neill","Laura Dern","Jeff Goldblum","Richard Attenborough",31,17,"Adventure","Spanish","USA"
164,"Jurassic Park",1993,127,"Steven Spielberg","Michael Crichton ",68,8.1,NA,45299680,"Universal City Studios","Sam Neill","Laura Dern","Jeff Goldblum","Richard Attenborough",31,17,"Sci","English","USA"
164,"Jurassic Park",1993,127,"Steven Spielberg","Michael Crichton ",68,8.1,NA,45299680,"Universal City Studios","Sam Neill","Laura Dern","Jeff Goldblum","Richard Attenborough",31,17,"Sci","Spanish","USA"
164,"Jurassic Park",1993,127,"Steven Spielberg","Michael Crichton ",68,8.1,NA,45299680,"Universal City Studios","Sam Neill","Laura Dern","Jeff Goldblum","Richard Attenborough",31,17,"Fi","English","USA"
164,"Jurassic Park",1993,127,"Steven Spielberg","Michael Crichton ",68,8.1,NA,45299680,"Universal City Studios","Sam Neill","Laura Dern","Jeff Goldblum","Richard Attenborough",31,17,"Fi","Spanish","USA"
165,"Touch of Evil",1958,95,"Orson Welles","Orson Welles ",NA,8.1,NA,NA,"October Films","Charlton Heston","Janet Leigh","Orson Welles","Joseph Calleia",6,1,"Crime","English","USA"
165,"Touch of Evil",1958,95,"Orson Welles","Orson Welles ",NA,8.1,NA,NA,"October Films","Charlton Heston","Janet Leigh","Orson Welles","Joseph Calleia",6,1,"Crime","Spanish","USA"
165,"Touch of Evil",1958,95,"Orson Welles","Orson Welles ",NA,8.1,NA,NA,"October Films","Charlton Heston","Janet Leigh","Orson Welles","Joseph Calleia",6,1,"Drama","English","USA"
165,"Touch of Evil",1958,95,"Orson Welles","Orson Welles ",NA,8.1,NA,NA,"October Films","Charlton Heston","Janet Leigh","Orson Welles","Joseph Calleia",6,1,"Drama","Spanish","USA"
165,"Touch of Evil",1958,95,"Orson Welles","Orson Welles ",NA,8.1,NA,NA,"October Films","Charlton Heston","Janet Leigh","Orson Welles","Joseph Calleia",6,1,"Film","English","USA"
165,"Touch of Evil",1958,95,"Orson Welles","Orson Welles ",NA,8.1,NA,NA,"October Films","Charlton Heston","Janet Leigh","Orson Welles","Joseph Calleia",6,1,"Film","Spanish","USA"
166,"Spider-Man: Homecoming",2017,133,"Jon Watts","Jonathan Goldstein ",73,8.1,NA,117027503,"Sony Pictures","Tom Holland","Michael Keaton","Robert Downey Jr.","Marisa Tomei",0,0,"Action","English","USA"
166,"Spider-Man: Homecoming",2017,133,"Jon Watts","Jonathan Goldstein ",73,8.1,NA,117027503,"Sony Pictures","Tom Holland","Michael Keaton","Robert Downey Jr.","Marisa Tomei",0,0,"Adventure","English","USA"
166,"Spider-Man: Homecoming",2017,133,"Jon Watts","Jonathan Goldstein ",73,8.1,NA,117027503,"Sony Pictures","Tom Holland","Michael Keaton","Robert Downey Jr.","Marisa Tomei",0,0,"Sci","English","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","English","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","English","Austria"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","English","Switzerland"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","German","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","German","Austria"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","German","Switzerland"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","French","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","French","Austria"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Drama","French","Switzerland"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","English","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","English","Austria"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","English","Switzerland"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","German","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","German","Austria"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","German","Switzerland"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","French","USA"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","French","Austria"
167,"Before Sunrise",1995,101,"Richard Linklater","Richard Linklater",77,8.1,NA,NA,"Sony Pictures Home Entertainment","Ethan Hawke","Julie Delpy","Andrea Eckert","Hanno Pöschl",1,7,"Romance","French","Switzerland"
168,"The Truman Show",1998,103,"Peter Weir","Andrew Niccol",90,8.1,NA,NA,"Paramount Pictures","Jim Carrey","Laura Linney","Noah Emmerich","Natascha McElhone",38,69,"Comedy","English","USA"
168,"The Truman Show",1998,103,"Peter Weir","Andrew Niccol",90,8.1,NA,NA,"Paramount Pictures","Jim Carrey","Laura Linney","Noah Emmerich","Natascha McElhone",38,69,"Drama","English","USA"
168,"The Truman Show",1998,103,"Peter Weir","Andrew Niccol",90,8.1,NA,NA,"Paramount Pictures","Jim Carrey","Laura Linney","Noah Emmerich","Natascha McElhone",38,69,"Sci","English","USA"
169,"Harry Potter and the Deathly Hallows: Part 2",2011,130,"David Yates","Steve Kloves ",87,8.1,NA,381000185,"Warner Bros. Pictures","Ralph Fiennes","Michael Gambon","Alan Rickman","Daniel Radcliffe",45,95,"Adventure","English","USA"
169,"Harry Potter and the Deathly Hallows: Part 2",2011,130,"David Yates","Steve Kloves ",87,8.1,NA,381000185,"Warner Bros. Pictures","Ralph Fiennes","Michael Gambon","Alan Rickman","Daniel Radcliffe",45,95,"Adventure","English","UK"
169,"Harry Potter and the Deathly Hallows: Part 2",2011,130,"David Yates","Steve Kloves ",87,8.1,NA,381000185,"Warner Bros. Pictures","Ralph Fiennes","Michael Gambon","Alan Rickman","Daniel Radcliffe",45,95,"Drama","English","USA"
169,"Harry Potter and the Deathly Hallows: Part 2",2011,130,"David Yates","Steve Kloves ",87,8.1,NA,381000185,"Warner Bros. Pictures","Ralph Fiennes","Michael Gambon","Alan Rickman","Daniel Radcliffe",45,95,"Drama","English","UK"
169,"Harry Potter and the Deathly Hallows: Part 2",2011,130,"David Yates","Steve Kloves ",87,8.1,NA,381000185,"Warner Bros. Pictures","Ralph Fiennes","Michael Gambon","Alan Rickman","Daniel Radcliffe",45,95,"Fantasy","English","USA"
169,"Harry Potter and the Deathly Hallows: Part 2",2011,130,"David Yates","Steve Kloves ",87,8.1,NA,381000185,"Warner Bros. Pictures","Ralph Fiennes","Michael Gambon","Alan Rickman","Daniel Radcliffe",45,95,"Fantasy","English","UK"
170,"Star Wars: The Force Awakens",2015,136,"J.J. Abrams","Lawrence Kasdan",81,8.1,NA,936658640,"Walt Disney Pictures","Harrison Ford","Mark Hamill","Carrie Fisher","Adam Driver",51,120,"Action","English","USA"
170,"Star Wars: The Force Awakens",2015,136,"J.J. Abrams","Lawrence Kasdan",81,8.1,NA,936658640,"Walt Disney Pictures","Harrison Ford","Mark Hamill","Carrie Fisher","Adam Driver",51,120,"Adventure","English","USA"
170,"Star Wars: The Force Awakens",2015,136,"J.J. Abrams","Lawrence Kasdan",81,8.1,NA,936658640,"Walt Disney Pictures","Harrison Ford","Mark Hamill","Carrie Fisher","Adam Driver",51,120,"Fantasy","English","USA"
171,"Paris, Texas",1984,145,"Wim Wenders","L.M. Kit Carson ",NA,8.1,NA,NA,"20th Century Fox","Harry Dean Stanton","Sam Berry","Bernhard Wicki","Dean Stockwell",16,10,"Drama","English","UK"
171,"Paris, Texas",1984,145,"Wim Wenders","L.M. Kit Carson ",NA,8.1,NA,NA,"20th Century Fox","Harry Dean Stanton","Sam Berry","Bernhard Wicki","Dean Stockwell",16,10,"Drama","English","France"
171,"Paris, Texas",1984,145,"Wim Wenders","L.M. Kit Carson ",NA,8.1,NA,NA,"20th Century Fox","Harry Dean Stanton","Sam Berry","Bernhard Wicki","Dean Stockwell",16,10,"Drama","English","West Germany"
172,"The Last Picture Show",1971,118,"Peter Bogdanovich","Larry McMurtry ",NA,8.1,NA,NA,"Columbia Pictures","Timothy Bottoms","Jeff Bridges","Cybill Shepherd","Ben Johnson",18,22,"Drama","English","USA"
173,"Gandhi",1982,191,"Richard Attenborough","John Briley",NA,8.1,NA,NA,"Columbia Pictures","Ben Kingsley","Candice Bergen","Edward Fox","John Gielgud",35,20,"Biography","English","UK"
173,"Gandhi",1982,191,"Richard Attenborough","John Briley",NA,8.1,NA,NA,"Columbia Pictures","Ben Kingsley","Candice Bergen","Edward Fox","John Gielgud",35,20,"Biography","English","India"
173,"Gandhi",1982,191,"Richard Attenborough","John Briley",NA,8.1,NA,NA,"Columbia Pictures","Ben Kingsley","Candice Bergen","Edward Fox","John Gielgud",35,20,"Biography","English","USA"
